CODIGO_ELECTRICO;EMPRESA_ELECTRICA;TIPO_EMPLAZAMIENTO;ZONA;TECNOLOGIA;SECTORES_2G;SECTORES_3G;SECTORES_4G;TARIFA_ELECTRICA;kWh_MENSUAL;PAGO_MENSUAL;VARIACION_kWh;VARIACION_PAGO;DEMANDA_kWh;TASA_BOMBEROS;TASA_BASURA;FACTOR _POTENCIA
503705381;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2701,98;319,94;1,89;39,77;4,08;5,91;0;1
503886405;CENTROSUR;ESTACION;Sub-Urbana;2G3G4G;3;9;2;COMERCIAL CON DEMANDA MEDIA TENSION ;2622,42;310,23;7,27;-3,94;4,08;6;0;1
503160033;CENTROSUR;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;5264,22;619,28;-6,07;-5,49;9,18;6;0;1
510009857;CENTROSUR;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1827,95;221,64;1,99;0,81;4;6;0;1
503849585;CENTROSUR;ESTACION;Rural;2G3G;2;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1041,42;124,72;-5,92;-5,05;2,04;6;0;1
1801277508;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1693;194,84;-1,6;-1,9;0;5,91;0;0,998
1801288935;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1568,5;193,11;1,29;-1,42;2,225;5,955;0;0,998
1800342014;EERSSA;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1707;207,83;-3,86;-5,81;3;5,955;0;0,998
1803196185;EERSSA;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;889,95;127,94;-4,49;-4,08;6;5,955;0;0,984
1803237997;EERSSA;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1179;137,67;25,33;36,05;0;6;0;0,998
1801277813;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1605,69;198,8;-2,18;-2,24;2,725;5,955;0;0,998
1801149954;EERSSA;ESTACION;Rural;2G3G;2;2;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1706,08;203,78;-0,61;-1,17;3;5,955;0;0,998
1001998335;CNEL_LOS_RIOS;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1777;212,97;1,76;1,76;3;6;12,28;1
1001998327;CNEL_LOS_RIOS;ESTACION;Sub-Urbana;3G4G;0;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1852;224,11;1,76;1,76;3;6;12,88;1
1002015824;CNEL_LOS_RIOS;ESTACION;Urbana;3G4G;0;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1751;257,52;1,76;1,76;12;6;16,18;1
1102585610;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;8;2;COMERCIAL CON DEMANDA MEDIA TENSION ;3661,5;476,43;-6,43;-5,03;11;5,91;47;1
510049878;CENTROSUR;ESTACION;Urbana;3G4G;0;6;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1350;225,45;1,76;1,76;2,7;6;59,34;0,998
1800313601;EERSSA;ESTACION;Urbana;2G3G;3;16;0;COMERCIAL CON DEMANDA MEDIA TENSION ;7050;856,42;-1,5;-0,89;11;5,91;0;0,998
702829650;CNEL_EL_ORO;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;12107,5;1377,09;23,89;20,22;10;5,91;34,95;0,998
1105835426;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;5861;695,66;12,13;11,72;8;5,91;42,04;1
1106500276;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2687;335,89;-4,57;-3,67;8;5,955;20;1
1108805631;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;5288,5;634,87;6,62;8,08;8;5,955;51,61;1
1900024508;ELECGALAPAGOS;ESTACION;Sub-Urbana;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;4025;459,63;-5,92;-5,49;8;5,91;0;0,998
1105393731;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1815,5;252,23;12,74;21,13;7;5,91;30;1
1200955631;CNEL_MILAGRO;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;4184;525,81;23,48;22,14;7;5,955;32,91;0,998
1104145009;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;3119;389,6;-1,52;-3,68;6;5,91;30;1
1105501507;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;4774;531,25;-1,77;-2,24;6;5,91;15;1
1105112362;CNEL_MANABI;ESTACION;Rural;2G3G;2;3;0;COMERCIAL CON DEMANDA MEDIA TENSION ;883;140,89;-0,85;0,32;6;5,91;15;1
1105368568;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;12;6;COMERCIAL CON DEMANDA MEDIA TENSION ;3398;419,83;0,21;1,99;6;5,91;30;1
1105108311;CNEL_MANABI;ESTACION;Urbana;2G3G;3;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1723;225,39;6,31;7,57;6;5,91;15;1
1102094464;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3716;454,05;3,16;4,12;6;5,91;37,89;1
1700059898;CNEL_STO_DOM;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;3337;374,64;6,67;1,81;6;5,91;0;0,999
1700059140;CNEL_STO_DOM;ESTACION;Rural;2G3G4G;3;5;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3678;407,5;5,48;4,64;6;5,91;0;0,997
1801698786;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;979;144,04;-1,67;-1,22;6;5,91;0;0,992
1104660510;CNEL_MANABI;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1567;201,59;-0,69;-1,03;5;5,91;15;0,982
1105388038;CNEL_MANABI;ESTACION;Rural;2G3G;2;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;3629,5;425,92;29,19;28,89;5;5,91;20;1
1100617589;CNEL_MANABI;ESTACION;Rural;2G3G;2;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1478;200,69;2,95;1,46;5;5,91;20;1
1801679844;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;538;105,47;-0,55;10,79;5;6;0;0,985
1801670280;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;553,5;101,78;-0,72;-0,13;5;6;0;0,984
700879762;CNEL_EL_ORO;ESTACION;Rural;2G3G;3;2;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1870,5;267,98;1,41;1,36;4;5,91;49,71;0,998
1105139498;CNEL_MANABI;ESTACION;Rural;2G3G;2;8;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1330,5;174,8;1,03;-0,09;4;5,91;20;1
1107856602;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2611,5;317,8;3,91;4,21;4;5,955;24,845;1
1105131834;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3117,5;365,49;1,98;-0,72;4;5,91;20;1
1105277512;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2377,5;281;-2,58;-1,78;4;5,91;15;1
1100651083;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;11;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3051,5;361,91;0,73;0,15;4;5,91;30,63;1
1105572169;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;10;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2685,5;313,73;-1,59;-2,26;4;5,91;20;1
1103565959;CNEL_MANABI;ESTACION;Urbana;2G3G;3;12;0;COMERCIAL CON DEMANDA MEDIA TENSION ;2495,5;286,42;0,58;-1,52;4;5,91;10;1
1105463245;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3856;439,52;19,01;17,98;4;5,91;15;1
1104660213;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2897;336,04;-0,61;0,38;4;5,91;15;1
1106340178;CNEL_MANABI;ESTACION;Rural;3G4G;0;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2094,5;257,67;0,31;-0,03;4;5,91;20;1
1105662499;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;8;2;COMERCIAL CON DEMANDA MEDIA TENSION ;3588;416,15;16,19;15,54;4;5,91;27,71;0,983
1803195401;EERSSA;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2035;266,33;8,26;8,24;4;6;0;0,991
1803195419;EERSSA;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1567;200,84;4,12;6,6;4;5,955;0;0,982
1801274703;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;818;120,26;-7,36;-5,65;4;5,91;0;0,947
700838426;CNEL_EL_ORO;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;284,88;34,19;-21,86;-16,78;3;5,91;17,695;0,998
1104173688;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1577;220,86;3,27;7,81;3;5,91;30;1
1105136189;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;4974;538,17;14,74;15,62;3;5,91;10;1
1105704317;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1944;231,05;-1,82;-2,59;3;5,91;20,1;1
1105424833;CNEL_MANABI;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1558,5;192,74;0,07;-0,89;3;5,955;15;1
1105835418;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1801;231,45;8,21;8,43;3;5,91;15;1
1105346648;CNEL_MANABI;ESTACION;Rural;2G3G;3;8;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1598;194,79;-0,17;-2,46;3;5,91;15;1
1105276886;CNEL_MANABI;ESTACION;Rural;2G3G;3;9;0;COMERCIAL CON DEMANDA MEDIA TENSION ;2080,5;249,18;-0,24;2,93;3;5,91;15;1
1106875256;CNEL_MANABI;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2138,5;266,4;2,03;1,83;3;5,91;30;1
1105243290;CNEL_MANABI;ESTACION;Rural;2G3G;3;2;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1356,5;174,68;-2,21;-1,19;3;5,91;15;1
1102649671;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;8;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2590;302,25;9,25;5,61;3;5,91;15;1
1107303647;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;3;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1067;141,59;-3,28;-2,55;3;5,955;11,82;1
1107303340;CNEL_MANABI;ESTACION;Rural;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;638,5;79,29;-3,19;-2,24;3;5,955;8,21;1
1106987085;CNEL_MANABI;ESTACION;Urbana;2G3G4G;2;2;2;COMERCIAL CON DEMANDA MEDIA TENSION ;2158;297,6;-3,63;12,36;3;5,91;15;1
1200973573;CNEL_MILAGRO;ESTACION;Rural;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;926;124,1;2,82;2,74;3;5,91;7,27;0,998
1800607879;EERSSA;ESTACION;Rural;2G3G;3;10;0;COMERCIAL CON DEMANDA MEDIA TENSION ;2151,5;260,48;3,05;1,72;3;5,91;0;0,998
1801313550;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1710,5;213,36;-2,55;2,85;3;5,955;0;0,998
1801322270;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;2170;264,32;-0,21;0;3;5,91;0;0,971
1801368331;EERSSA;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2265;274,84;-2,22;-0,07;3;5,91;0;0,981
1801707603;EERSSA;ESTACION;Sub-Urbana;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;778,67;108,52;1,5;-5,79;3;5,955;0;0,998
1101501774;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2825;345,13;1,76;1,76;3;6;27,58;1
705509435;CNEL_EL_ORO;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1861;258,81;0,16;-0,35;2;5,91;48,565;0,998
1105139407;CNEL_MANABI;ESTACION;Rural;2G3G;3;5;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1260,5;158,14;1,08;0,57;2;5,91;15;1
1105718390;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;3843;455,25;-0,22;4,32;2;5,955;38,715;0,997
1104173654;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1512;204,88;-1,14;-0,88;2;5,91;30;1
1104934675;CNEL_MANABI;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;867,5;119,14;11,84;9,6;2;5,91;15;1
1104178570;CNEL_MANABI;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;552,5;91,89;2,06;-0,01;2;5,91;30;1
1106787766;CNEL_MANABI;ESTACION;Sub-Urbana;3G4G;0;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1867;237,8;0,55;2;2;5,955;20;1
1105563317;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2509,5;294,91;-0,16;0,78;2;5,91;20;1
1105275227;CNEL_MANABI;ESTACION;Rural;2G3G;3;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1088;146,29;1,72;1,53;2;5,91;20;1
1106787790;CNEL_MANABI;ESTACION;Urbana;3G4G;0;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;1822,5;218,01;-1,33;-1,85;2;5,91;20;1
1105541552;CNEL_MANABI;ESTACION;Rural;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;529;101,66;3,61;2,56;2;5,91;15;0,989
1102089878;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;8;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1832,5;217,47;1,01;1,73;2;5,91;14,43;1
1107212269;CNEL_MANABI;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;427;32,85;-1,79;-0,37;2;5,955;15;1
1105347778;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1417;173,61;1,8;1,54;2;5,91;13,59;1
1105384839;CNEL_MANABI;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;284;43,09;-7,79;-11,15;2;5,91;3,06;1
1105265111;CNEL_MANABI;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;243;61,99;-22,12;-10,33;2;5,91;20;1
1102651917;CNEL_MANABI;ESTACION;Rural;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;697,5;100,99;-0,78;-1,08;2;5,91;15;1
1102089829;CNEL_MANABI;ESTACION;Rural;2G3G;3;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1462,5;178,35;-0,98;-0,51;2;5,91;14,12;0,973
1101486711;CNEL_MANABI;ESTACION;Urbana;2G3G;2;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1292,5;267,87;0,42;3,38;2;5,91;13,11;0,962
1201006129;CNEL_MILAGRO;ESTACION;Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2303;298,1;16,58;9,22;2;5,91;22,83;0,998
1803002235;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1258;160,16;-0,24;-1,42;2;5,955;0;0,966
1801389196;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1456;179,61;-3,96;-3,13;2;6;0;0,995
1801383041;EERSSA;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1288;161,14;2,12;0,89;2;5,91;0;0,996
1105461967;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA BAJA TENSION;2063;366,03;4,85;4,49;1,5;5,91;19,14;1
1102661544;CNEL_MANABI;ESTACION;Urbana;2G3G;2;2;0;COMERCIAL CON DEMANDA MEDIA TENSION ;658;87,78;-0,73;-2,87;1,5;5,91;6,27;1
705043641;CNEL_EL_ORO;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2366,5;319,75;-4,22;-3,29;1;5,91;66,05;0,998
1105393855;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2292;262,8;-4,54;-6;1;5,955;22,555;0,98
1101509892;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2904;329,35;-0,82;-1,11;1;5,91;27,81;0,988
1105112370;CNEL_MANABI;ESTACION;Rural;2G;2;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;540,5;86,62;-1,28;-9,75;1;5,91;15;1
1105992979;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2089;240,88;0,28;-0,69;1;5,91;20;0,981
1105992987;CNEL_MANABI;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2085;239,78;-0,77;-1,05;1;5,91;20;0,982
1105539648;CNEL_MANABI;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;776,5;104,5;0;2,24;1;5,91;15;1
1105276266;CNEL_MANABI;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;507;82,63;-3,85;-2,41;1;5,91;15;1
1105176664;CNEL_MANABI;ESTACION;Rural;2G3G;3;6;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1365,5;168,54;4,19;7,23;1;5,91;15;1
1102096030;CNEL_MANABI;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL CON DEMANDA MEDIA TENSION ;1126;140,57;13,39;5,52;1;5,91;4,37;1
1100636373;CNEL_MANABI;ESTACION;Rural;2G3G;2;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;647,5;96,93;1,74;1,59;1;5,91;20;1
1102096121;CNEL_MANABI;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;709,5;94,02;-4,25;-2,51;1;5,91;6,44;1
1100629766;CNEL_MANABI;ESTACION;Sub-Urbana;2G3G4G;3;9;3;COMERCIAL CON DEMANDA MEDIA TENSION ;2337;265,82;0,09;0,05;1;5,91;20;0,98
1101484500;CNEL_MANABI;ESTACION;Urbana;2G3G4G;3;14;3;COMERCIAL CON DEMANDA MEDIA TENSION ;8563;945,01;2,87;-2,42;1;5,91;75,815;0,999
1801449602;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;612,5;81,33;-4,52;-3,75;1;5,955;0,5;0,986
1801609882;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;797;103,31;-1,85;-2,43;1;5,91;0;0,921
1801328566;EERSSA;ESTACION;Rural;2G3G;2;4;0;COMERCIAL CON DEMANDA MEDIA TENSION ;1149;140,66;-0,48;-1,5;1;6;0,5;0,968
1801449610;EERSSA;ESTACION;Rural;2G;3;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;838,5;100,73;1,82;1,62;1;5,91;0,5;0,998
1108106593;CNEL_MANABI;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL CON DEMANDA MEDIA TENSION ;550;119,31;1,76;1,76;1;6;52;0,998
705175393;CNEL_EL_ORO;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA MEDIA TENSION;2714,5;357,89;-3,23;-2,79;0;5,91;69,39;0,998
705144316;CNEL_EL_ORO;ESTACION;Rural;2G;1;0;0;COMERCIAL SIN DEMANDA MEDIA TENSION;108;31,69;2,11;1,93;0;5,91;3,94;0,998
705020128;CNEL_EL_ORO;ESTACION;Rural;REPETIDOR;0;0;0;COMERCIAL SIN DEMANDA MEDIA TENSION;442,5;69,22;-7,58;-4,21;0;5,91;4,845;0,998
701092168;CNEL_EL_ORO;ESTACION;Urbana;2G3G;2;2;0;COMERCIAL SIN DEMANDA MEDIA TENSION;1081;105,18;1,5;0,45;0;5,91;2,64;0,998
705125794;CNEL_EL_ORO;ESTACION;Sub-Urbana;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA MEDIA TENSION;907;116,46;5,65;4,59;0;5,91;11,05;0,998
705176656;CNEL_EL_ORO;ESTACION;Urbana;2G3G4G;3;12;3;COMERCIAL SIN DEMANDA MEDIA TENSION;2318,5;312,32;2,37;1,81;0;5,91;65,1;0,998
705247911;CNEL_EL_ORO;ESTACION;Urbana;2G3G4G;3;11;3;COMERCIAL SIN DEMANDA MEDIA TENSION;2653,5;351,03;-0,43;-0,44;0;5,91;68,82;0,998
705011224;CNEL_EL_ORO;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA MEDIA TENSION;2775,5;325,98;1,77;1,73;0;5,91;24,09;0,998
1103035888;CNEL_MANABI;ESTACION;Rural;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA MEDIA TENSION;112,67;13,52;1,5;0,67;0;5,91;6;1
1200955629;CNEL_MILAGRO;ESTACION;Rural;2G3G4G;3;9;3;COMERCIAL SIN DEMANDA MEDIA TENSION;2339;251,85;-2,22;-4,87;0;5,91;0;0,998
1803042637;EERSSA;ESTACION;Rural;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA MEDIA TENSION;184;33,38;-16;-3,36;0;5,91;0;0,755
1410115878;EEQ;ESTACION;Urbana;SIN_INFORMACION;0;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;1439;204,81;1,76;1,76;0;6;29,91;0,998
1410124489;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1215;160,76;1,76;1,76;0;6;25,22;0,998
1410124535;EEQ;ESTACION;Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1424;200,35;1,76;1,76;0;6;29,76;0,998
1410121626;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1355;180,66;1,76;1,76;0;6;28,26;0,998
1410124130;EEQ;ESTACION;Urbana;3G4G;0;4;5;COMERCIAL SIN DEMANDA BAJA TENSION;2680;356,71;1,76;1,76;0;6;56,99;0,998
1410126556;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1410,5;185,24;1,76;1,76;0;6;29,02;0,998
1410129276;EEQ;ESTACION;Sub-Urbana;3G4G;0;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;1534;199,02;1,76;1,76;0;6;25,99;0,998
1410126426;EEQ;ESTACION;Urbana;3G4G;0;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;1434;190,14;1,76;1,76;0;6;29,81;0,998
1410127525;EEQ;ESTACION;Rural;3G;0;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;597;72,66;1,76;1,76;0;6;5,81;0,998
800118649;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;502,5;32,26;2,54;2,29;0;5,91;0;1
800102069;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;2;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2527,5;290,12;2,97;-0,02;0;5,91;5;1
800059503;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;3;10;2;COMERCIAL SIN DEMANDA BAJA TENSION;7021;773,06;54,11;54,91;0;5,91;0;1
800118415;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;2;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2450,5;275,11;61,22;29,64;0;5,91;5;1
800118201;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;56;18,22;2,8;2,91;0;5,91;0,55;1
800102072;CNEL_ESMERALDAS;ESTACION;Rural;2G3G;2;2;0;COMERCIAL SIN DEMANDA BAJA TENSION;437;57,33;1,63;1,74;0;5,91;3,44;1
800093955;CNEL_ESMERALDAS;ESTACION;Sub-Urbana;2G3G;3;11;0;COMERCIAL SIN DEMANDA BAJA TENSION;580;78,14;0;0;0;5,91;8,94;1
800130566;CNEL_ESMERALDAS;ESTACION;Rural;2G;2;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;645;75,25;2,7;-1,51;0;5,91;0;1
800118658;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;3;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;2221,5;107,34;23,83;1,18;0;5,91;0;1
800121737;CNEL_ESMERALDAS;ESTACION;Rural;2G3G;3;3;0;COMERCIAL SIN DEMANDA BAJA TENSION;1017;110,9;2,24;-5,1;0;5,91;0;1
800118365;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;3;6;3;COMERCIAL SIN DEMANDA BAJA TENSION;2148;234,69;11,44;3,32;0;5,91;0;1
800115342;CNEL_ESMERALDAS;ESTACION;Rural;2G3G4G;3;4;2;COMERCIAL SIN DEMANDA BAJA TENSION;422,5;21,27;-1,38;-3,64;0;5,91;0;1
800102071;CNEL_ESMERALDAS;ESTACION;Rural;2G;3;0;0;COMERCIAL SIN DEMANDA BAJA TENSION;834;34;-2,79;-3,94;0;5,91;5;1
